level,m_bytes,t_sec
qpi,4096,7.40481e-06
qpi,16384,6.32871e-06
qpi,65536,1.608912e-05
qpi,262144,4.008563e-05
qpi,1048576,0.00014922679
qpi,2097152,0.00029562302
qpi,4194304,0.00068251577
qpi,8388608,0.00245489329
