level,m_bytes,t_sec
network,4096,0.00011124578
network,16384,0.00032678881
network,65536,0.00106942669
network,262144,0.00177325272
network,1048576,0.00670056906
network,2097152,0.014187798
network,4194304,0.0307387127
network,8388608,0.0568024935
